Stars,Product,Origin,CD_name,Dest,DistanceTravelled_Fac_CD,TruckType,DriverF_CD,DaysStocked,FloorCD,DistanceTravelled_CD_Client,TruckType2,DriverCD_C,RoutDeveliveryOrder
4,P4,F3,CD1,C104,36,Truck,D03,28,2,31.1,CityDeliveryTruck,D1_1,1
5,P5,F4,CD3,C303,58,SemiTrailler,D01,31,2,183.4,Van,D3_7,6
3,P7,F2,CD1,C104,36,Truck,D06,20,2,91.4,CityDeliveryTruck,D1_3,3
3,P6,F1,CD1,C105,36,SemiTrailler,D06,32,3,28.8,Van,D1_4,1
1,P7,F4,CD2,C201,162,Truck,D05,29,3,92.5,MiniVan,D2_2,3
5,P10,F4,CD1,C105,36,SemiTrailler,D05,8,1,30.4,Van,D1_2,1
3,P13,F3,CD3,C301,58,SemiTrailler,D05,29,2,145.8,MiniVan,D3_7,5
3,P12,F1,CD1,C102,36,Truck,D02,20,2,122,MiniVan,D1_1,4
5,P2,F1,CD1,C102,36,SemiTrailler,D05,35,3,29.6,Van,D1_4,1
5,P12,F2,CD3,C305,58,Truck,D03,10,3,125.7,Van,D3_6,4
3,P9,F1,CD1,C103,36,Truck,D05,28,0,30.3,Van,D1_6,1
3,P3,F3,CD3,C303,58,SemiTrailler,D04,34,1,30.9,Van,D3_2,1
2,P15,F1,CD1,C105,36,SemiTrailler,D02,20,1,57.2,MiniVan,D1_7,2
3,P15,F2,CD3,C305,58,SemiTrailler,D06,23,1,152.6,Van,D3_2,5
1,P10,F4,CD1,C104,36,SemiTrailler,D04,30,3,57.1,Van,D1_7,2
1,P9,F4,CD1,C101,36,SemiTrailler,D02,6,3,29.5,Van,D1_6,1
3,P11,F1,CD3,C301,58,Truck,D06,34,1,185.8,MiniVan,D3_1,6
5,P1,F1,CD2,C202,162,SemiTrailler,D01,22,4,123.4,MiniVan,D2_5,4
2,P6,F1,CD1,C102,36,SemiTrailler,D05,23,0,88,CityDeliveryTruck,D1_1,3
3,P3,F1,CD3,C303,58,SemiTrailler,D01,18,2,173.9,MiniVan,D3_1,6
4,P6,F4,CD3,C303,58,Truck,D03,24,1,120.6,CityDeliveryTruck,D3_2,4
3,P5,F3,CD1,C102,36,Truck,D02,36,3,58.7,MiniVan,D1_7,2
5,P6,F2,CD2,C201,162,SemiTrailler,D03,31,3,87.4,MiniVan,D2_5,3
4,P5,F2,CD2,C205,162,SemiTrailler,D06,23,3,94.3,Van,D2_3,3
4,P1,F3,CD1,C103,36,SemiTrailler,D01,16,3,94.5,CityDeliveryTruck,D1_5,3
4,P10,F3,CD2,C205,162,SemiTrailler,D02,14,3,120.6,CityDeliveryTruck,D2_5,4
5,P2,F3,CD2,C205,162,SemiTrailler,D05,18,3,121.7,MiniVan,D2_1,4
5,P11,F3,CD2,C203,162,SemiTrailler,D02,14,1,60.3,CityDeliveryTruck,D2_6,2
4,P4,F1,CD3,C301,58,SemiTrailler,D04,9,2,87.3,CityDeliveryTruck,D3_7,3
4,P6,F4,CD2,C204,162,SemiTrailler,D04,32,0,176.2,MiniVan,D2_4,6
4,P11,F2,CD3,C301,58,Truck,D05,26,1,149.6,Van,D3_1,5
3,P5,F3,CD3,C305,58,SemiTrailler,D05,29,3,182.9,Van,D3_1,6
5,P12,F2,CD3,C305,58,SemiTrailler,D03,34,4,29.6,Van,D3_7,1
5,P13,F1,CD3,C305,58,SemiTrailler,D06,21,0,188.1,Van,D3_7,6
5,P8,F3,CD3,C304,58,SemiTrailler,D04,31,2,31.4,Van,D3_4,1
5,P11,F4,CD1,C101,36,Truck,D02,27,2,58.8,Van,D1_6,2
1,P14,F3,CD1,C102,36,Truck,D05,32,0,123.8,MiniVan,D1_5,4
4,P4,F3,CD3,C303,58,Truck,D05,27,1,119,CityDeliveryTruck,D3_3,4
2,P10,F3,CD1,C105,36,SemiTrailler,D04,27,1,120.3,CityDeliveryTruck,D1_3,4
1,P2,F1,CD2,C204,162,SemiTrailler,D02,22,0,183.4,MiniVan,D2_2,6
3,P10,F2,CD3,C303,58,SemiTrailler,D03,29,1,87.3,Van,D3_6,3
2,P13,F1,CD2,C201,162,SemiTrailler,D04,35,3,28.6,CityDeliveryTruck,D2_7,1
3,P11,F3,CD2,C203,162,SemiTrailler,D02,23,4,184.7,CityDeliveryTruck,D2_7,6
3,P1,F4,CD1,C105,36,SemiTrailler,D04,11,1,185.6,Van,D1_3,6
5,P1,F2,CD2,C203,162,SemiTrailler,D01,9,4,86.1,CityDeliveryTruck,D2_3,3
5,P11,F4,CD1,C101,36,SemiTrailler,D02,15,3,122,Van,D1_3,4
3,P4,F1,CD3,C304,58,Truck,D02,24,0,185.5,Van,D3_4,6
3,P8,F1,CD2,C205,162,Truck,D06,14,1,86.2,CityDeliveryTruck,D2_5,3
1,P11,F2,CD2,C203,162,SemiTrailler,D02,22,1,121.6,CityDeliveryTruck,D2_4,4
3,P6,F1,CD3,C302,58,Truck,D03,32,2,148.5,Van,D3_2,5
4,P6,F3,CD3,C303,58,Truck,D02,36,2,61.7,Van,D3_3,2
4,P3,F2,CD3,C301,58,Truck,D06,19,2,93.7,Van,D3_5,3
3,P9,F4,CD1,C103,36,SemiTrailler,D02,18,3,186.3,CityDeliveryTruck,D1_4,6
4,P10,F1,CD2,C203,162,SemiTrailler,D04,35,4,28.6,MiniVan,D2_3,1
3,P6,F4,CD3,C305,58,SemiTrailler,D01,20,4,31.4,Van,D3_5,1
5,P12,F3,CD1,C102,36,SemiTrailler,D01,6,2,61.4,CityDeliveryTruck,D1_4,2
3,P1,F2,CD1,C102,36,SemiTrailler,D05,13,0,61.7,CityDeliveryTruck,D1_5,2
1,P5,F1,CD2,C203,162,SemiTrailler,D02,37,1,124.3,Van,D2_3,4
2,P4,F3,CD3,C302,58,SemiTrailler,D05,27,0,186.5,Van,D3_7,6
4,P1,F2,CD2,C205,162,Truck,D04,37,4,91,CityDeliveryTruck,D2_7,3
4,P12,F1,CD3,C305,58,Truck,D03,32,2,29.8,Van,D3_1,1
1,P5,F1,CD1,C101,36,SemiTrailler,D02,31,3,29.4,Van,D1_5,1
2,P2,F3,CD1,C102,36,SemiTrailler,D02,18,3,61,MiniVan,D1_2,2
1,P12,F2,CD1,C104,36,SemiTrailler,D03,8,1,115.8,CityDeliveryTruck,D1_6,4
1,P7,F4,CD3,C304,58,SemiTrailler,D06,28,0,58.3,Van,D3_2,5
3,P6,F3,CD1,C103,36,SemiTrailler,D04,7,1,186,Van,D1_2,6
5,P8,F3,CD3,C303,58,SemiTrailler,D05,34,3,184.9,CityDeliveryTruck,D3_4,6
5,P15,F1,CD3,C303,58,Truck,D05,37,1,185.7,Van,D3_4,6
3,P6,F2,CD3,C305,58,SemiTrailler,D03,15,4,28.8,CityDeliveryTruck,D3_6,1
3,P5,F2,CD2,C202,162,Truck,D05,24,0,90.7,Van,D2_6,3
2,P5,F3,CD3,C305,58,SemiTrailler,D04,27,0,59.6,MiniVan,D3_7,2
5,P1,F4,CD3,C301,58,SemiTrailler,D06,31,0,92.7,CityDeliveryTruck,D3_4,3
5,P6,F3,CD3,C304,58,Truck,D04,17,4,31,Van,D3_6,1
2,P3,F4,CD1,C104,36,SemiTrailler,D04,34,4,120.2,Van,D1_6,4
5,P14,F1,CD3,C304,58,Truck,D01,5,2,124.4,Van,D3_2,4
1,P7,F2,CD3,C305,58,SemiTrailler,D02,11,3,178.3,Van,D3_5,6
3,P14,F4,CD2,C202,162,SemiTrailler,D05,34,4,188.1,MiniVan,D2_3,6
1,P7,F4,CD1,C104,36,SemiTrailler,D05,36,2,156.3,Van,D1_3,5
3,P10,F3,CD2,C202,162,SemiTrailler,D02,33,4,116.3,Van,D2_2,4
4,P7,F1,CD2,C205,162,Truck,D05,10,3,151.9,Van,D2_6,5
3,P1,F1,CD3,C303,58,Truck,D04,31,4,114.3,Van,D3_3,4
3,P3,F3,CD3,C305,58,SemiTrailler,D01,30,3,30.4,Van,D3_7,1
5,P3,F4,CD3,C303,58,SemiTrailler,D06,23,1,28.7,Van,D3_6,1
5,P15,F2,CD2,C202,162,Truck,D05,13,3,178.4,Van,D2_6,6
1,P4,F1,CD2,C203,162,Truck,D01,31,2,118.7,Van,D2_5,4
5,P6,F3,CD3,C305,58,SemiTrailler,D06,8,3,122.2,CityDeliveryTruck,D3_1,4
4,P7,F1,CD1,C101,36,SemiTrailler,D05,31,0,31.5,CityDeliveryTruck,D1_5,1
3,P8,F3,CD1,C102,36,SemiTrailler,D01,33,3,31.5,Van,D1_4,1
4,P12,F4,CD2,C201,162,SemiTrailler,D01,30,2,148.2,Van,D2_4,5
5,P13,F1,CD3,C304,58,SemiTrailler,D03,10,2,123.3,Van,D3_6,4
3,P12,F2,CD1,C105,36,SemiTrailler,D02,27,4,89,Van,D1_5,3
2,P3,F1,CD2,C204,162,Truck,D02,35,4,29.9,Van,D2_6,1
5,P9,F2,CD2,C201,162,Truck,D03,19,0,30.5,CityDeliveryTruck,D2_4,1
5,P2,F2,CD2,C204,162,SemiTrailler,D02,5,0,176.8,Van,D2_5,3
3,P4,F4,CD2,C201,162,SemiTrailler,D05,28,1,62.5,CityDeliveryTruck,D2_6,2
4,P2,F3,CD3,C305,58,SemiTrailler,D06,20,4,123.7,Van,D3_3,4
3,P1,F1,CD2,C202,162,SemiTrailler,D05,7,0,155,Van,D2_5,5
3,P6,F3,CD2,C201,162,Truck,D01,30,3,185.2,Van,D2_6,6
5,P2,F2,CD3,C305,58,SemiTrailler,D05,14,3,186.7,MiniVan,D3_5,6
4,P14,F3,CD1,C103,36,SemiTrailler,D02,16,0,149.7,MiniVan,D1_7,5
5,P12,F1,CD3,C302,58,SemiTrailler,D01,33,4,153.9,Van,D3_4,5
5,P3,F3,CD1,C102,36,SemiTrailler,D01,17,2,116.8,CityDeliveryTruck,D1_7,4
5,P15,F2,CD1,C104,36,SemiTrailler,D05,11,2,145.6,CityDeliveryTruck,D1_7,5
4,P1,F3,CD3,C301,58,SemiTrailler,D01,34,4,184.6,CityDeliveryTruck,D3_4,6
1,P1,F1,CD1,C102,36,Truck,D06,24,4,94.2,MiniVan,D1_7,3
5,P4,F2,CD1,C103,36,SemiTrailler,D04,25,1,94,MiniVan,D1_3,3
3,P10,F2,CD2,C202,162,SemiTrailler,D06,24,3,30.1,Van,D2_2,1
3,P8,F2,CD1,C102,36,SemiTrailler,D05,5,2,187.3,MiniVan,D1_2,6
4,P10,F1,CD3,C302,58,SemiTrailler,D05,9,3,58.9,Van,D3_1,2
5,P10,F2,CD2,C203,162,SemiTrailler,D02,32,0,146,Van,D2_2,5
4,P11,F4,CD3,C303,58,SemiTrailler,D01,35,4,121.7,Van,D3_6,4
4,P7,F4,CD2,C202,162,Truck,D02,17,1,57.6,Van,D2_6,2
3,P1,F3,CD3,C302,58,SemiTrailler,D04,7,3,143.5,CityDeliveryTruck,D3_1,5
3,P13,F3,CD2,C204,162,SemiTrailler,D05,6,3,146.8,Van,D2_1,5
3,P14,F2,CD2,C202,162,SemiTrailler,D02,35,4,120.2,CityDeliveryTruck,D2_5,4
2,P7,F4,CD3,C301,58,SemiTrailler,D05,33,4,151.7,Van,D3_7,5
5,P6,F3,CD1,C102,36,SemiTrailler,D03,5,3,91,CityDeliveryTruck,D1_7,3
3,P2,F2,CD3,C302,58,SemiTrailler,D01,15,1,29.8,CityDeliveryTruck,D3_4,1
4,P9,F4,CD3,C305,58,SemiTrailler,D03,6,2,92.6,Van,D3_4,3
2,P4,F3,CD1,C102,36,SemiTrailler,D06,10,4,177,Van,D1_1,6
2,P6,F1,CD1,C101,36,Truck,D04,34,2,156.2,Van,D1_7,5
4,P4,F3,CD1,C102,36,Truck,D05,21,2,62.9,MiniVan,D1_3,2
2,P14,F4,CD3,C301,58,SemiTrailler,D02,28,1,155.3,CityDeliveryTruck,D3_4,5
1,P12,F3,CD1,C101,36,SemiTrailler,D06,35,4,30,Van,D1_5,1
1,P14,F4,CD1,C101,36,SemiTrailler,D01,9,0,172.2,Van,D1_6,6
3,P4,F1,CD3,C303,58,Truck,D03,27,2,114.9,CityDeliveryTruck,D3_5,4
2,P2,F1,CD2,C205,162,Truck,D01,32,0,29.4,CityDeliveryTruck,D2_2,1
3,P11,F4,CD3,C305,58,SemiTrailler,D02,19,0,60,CityDeliveryTruck,D3_2,2
3,P12,F4,CD3,C302,58,SemiTrailler,D03,5,2,92.7,Van,D3_7,3
4,P14,F4,CD2,C203,162,SemiTrailler,D06,35,0,93.5,Van,D2_2,3
2,P7,F1,CD3,C301,58,SemiTrailler,D01,9,3,114.5,CityDeliveryTruck,D3_3,4
3,P4,F4,CD2,C203,162,SemiTrailler,D03,26,0,152.5,Van,D2_5,5
4,P4,F2,CD2,C203,162,SemiTrailler,D02,36,3,147.6,Van,D2_2,5
5,P6,F4,CD1,C103,36,SemiTrailler,D01,9,2,122.6,Van,D1_6,4
3,P2,F1,CD1,C104,36,SemiTrailler,D03,33,2,171.2,Van,D1_7,6
3,P4,F3,CD3,C304,58,Truck,D06,15,2,58.4,MiniVan,D3_3,2
2,P5,F1,CD2,C204,162,SemiTrailler,D01,24,3,123.3,Van,D2_5,4
2,P15,F1,CD1,C101,36,SemiTrailler,D06,32,0,59.1,Van,D1_5,2
3,P2,F2,CD2,C203,162,SemiTrailler,D06,34,2,28.8,Van,D2_1,1
1,P7,F3,CD2,C202,162,SemiTrailler,D03,20,2,93,Van,D2_7,3
3,P8,F2,CD3,C301,58,Truck,D04,19,3,115.8,Van,D3_2,4
3,P3,F4,CD3,C302,58,SemiTrailler,D06,32,3,156.2,Van,D3_3,5
2,P8,F1,CD2,C205,162,SemiTrailler,D06,24,4,172,CityDeliveryTruck,D2_3,6
5,P12,F2,CD1,C102,36,SemiTrailler,D05,31,4,94.3,Van,D1_5,3
4,P8,F2,CD1,C104,36,SemiTrailler,D04,20,3,30.1,Van,D1_1,1
1,P1,F3,CD1,C103,36,SemiTrailler,D06,34,4,116.7,Van,D1_7,4
4,P3,F1,CD1,C101,36,Truck,D01,17,3,29.8,MiniVan,D1_3,1
2,P10,F2,CD2,C201,162,SemiTrailler,D06,23,0,145.4,Van,D2_5,5
1,P3,F3,CD1,C101,36,SemiTrailler,D04,18,4,118.2,Van,D1_1,4
2,P2,F1,CD2,C204,162,SemiTrailler,D01,35,0,148.2,CityDeliveryTruck,D2_5,5
2,P12,F2,CD1,C104,36,SemiTrailler,D04,5,3,89.2,Van,D1_5,3
3,P12,F2,CD3,C303,58,Truck,D04,17,2,120.2,CityDeliveryTruck,D3_1,4
4,P10,F1,CD2,C201,162,SemiTrailler,D03,25,0,120.8,MiniVan,D2_1,4
1,P8,F2,CD3,C301,58,Truck,D06,37,0,187.5,Van,D3_3,6
4,P11,F2,CD2,C205,162,SemiTrailler,D05,9,2,119.1,CityDeliveryTruck,D2_1,4
3,P11,F3,CD3,C305,58,SemiTrailler,D03,22,1,59.9,CityDeliveryTruck,D3_1,2
4,P4,F2,CD1,C101,36,SemiTrailler,D02,15,1,118.9,Van,D1_2,4
5,P3,F2,CD1,C105,36,SemiTrailler,D02,12,0,186.5,MiniVan,D1_2,3
2,P2,F1,CD2,C204,162,SemiTrailler,D03,27,2,172.8,Van,D2_5,6
4,P1,F3,CD3,C302,58,SemiTrailler,D02,24,1,124.2,Van,D3_4,4
3,P5,F1,CD3,C301,58,SemiTrailler,D06,7,3,146.8,CityDeliveryTruck,D3_2,5
5,P5,F3,CD3,C305,58,SemiTrailler,D04,7,2,115.5,CityDeliveryTruck,D3_3,4
4,P10,F2,CD2,C204,162,SemiTrailler,D05,22,4,60,Van,D2_4,2
2,P10,F1,CD1,C101,36,Truck,D05,31,4,93.9,CityDeliveryTruck,D1_7,3
3,P4,F4,CD2,C205,162,SemiTrailler,D01,30,3,93.2,CityDeliveryTruck,D2_5,3
3,P4,F4,CD1,C102,36,SemiTrailler,D03,30,2,93.6,CityDeliveryTruck,D1_7,3
4,P6,F4,CD2,C205,162,SemiTrailler,D05,20,3,86,Van,D2_7,3
5,P8,F3,CD1,C105,36,Truck,D05,13,2,89.6,Van,D1_6,3
5,P11,F4,CD3,C303,58,Truck,D01,30,3,90.5,Van,D3_2,3
3,P1,F1,CD2,C202,162,SemiTrailler,D06,7,1,125.2,Van,D2_6,4
4,P3,F2,CD3,C303,58,Truck,D01,36,1,30.1,MiniVan,D3_6,1
4,P11,F4,CD1,C101,36,SemiTrailler,D06,18,3,63,CityDeliveryTruck,D1_3,2
5,P1,F1,CD1,C104,36,SemiTrailler,D03,25,4,88.5,Van,D1_5,3
3,P10,F2,CD2,C205,162,SemiTrailler,D02,34,0,88,Van,D2_1,3
5,P9,F4,CD2,C201,162,SemiTrailler,D01,6,1,91.6,Van,D2_3,3
2,P9,F3,CD3,C302,58,SemiTrailler,D05,7,2,175.5,MiniVan,D3_3,6
4,P2,F3,CD1,C103,36,SemiTrailler,D06,34,0,85.6,Van,D1_6,3
1,P13,F2,CD3,C301,58,SemiTrailler,D04,22,1,89.8,MiniVan,D3_4,3
1,P11,F2,CD3,C304,58,SemiTrailler,D04,7,4,90.2,Van,D3_1,3
2,P9,F3,CD2,C204,162,SemiTrailler,D01,17,0,188.2,CityDeliveryTruck,D2_2,6
3,P8,F2,CD3,C302,58,Truck,D05,14,0,61.3,Van,D3_7,2
2,P8,F3,CD1,C104,36,Truck,D04,18,4,188.8,MiniVan,D1_3,6
5,P4,F4,CD1,C102,36,Truck,D03,22,1,30.8,MiniVan,D1_4,1
3,P5,F3,CD2,C201,162,SemiTrailler,D06,23,0,57.6,MiniVan,D2_3,2
2,P9,F4,CD2,C203,162,SemiTrailler,D02,22,0,59.5,Van,D2_7,2
4,P13,F2,CD2,C201,162,Truck,D03,34,1,124.1,Van,D2_5,4
1,P10,F4,CD1,C105,36,Truck,D05,17,2,143.1,Van,D1_4,5
4,P13,F2,CD1,C103,36,SemiTrailler,D01,23,3,90.7,Van,D1_6,3
3,P7,F1,CD3,C303,58,SemiTrailler,D06,37,2,178.4,Van,D3_1,6
2,P9,F4,CD1,C103,36,SemiTrailler,D06,33,0,57.6,MiniVan,D1_4,2
2,P15,F1,CD1,C104,36,Truck,D02,5,1,90,MiniVan,D1_5,3
1,P3,F2,CD2,C202,162,SemiTrailler,D01,15,3,145.5,CityDeliveryTruck,D2_6,5
4,P7,F1,CD1,C103,36,SemiTrailler,D06,35,1,61.4,Van,D1_4,2
3,P14,F4,CD1,C104,36,SemiTrailler,D06,34,2,172.7,Van,D1_6,6
2,P8,F4,CD1,C104,36,SemiTrailler,D04,5,4,92.9,CityDeliveryTruck,D1_7,3
5,P10,F2,CD3,C303,58,Truck,D01,12,0,186.2,CityDeliveryTruck,D3_7,6
3,P10,F2,CD3,C305,58,Truck,D05,17,2,175.6,Van,D3_7,6
1,P10,F1,CD2,C205,162,Truck,D02,13,4,88.5,CityDeliveryTruck,D2_5,3
3,P2,F1,CD3,C301,58,SemiTrailler,D01,29,2,59,Van,D3_3,2
5,P2,F1,CD1,C103,36,Truck,D06,26,1,120.5,Van,D1_4,4
2,P7,F4,CD3,C303,58,SemiTrailler,D06,30,4,29.3,Van,D3_2,5
1,P1,F4,CD2,C205,162,Truck,D05,21,2,180.8,Van,D2_7,6
3,P1,F2,CD2,C205,162,SemiTrailler,D06,7,2,118.7,CityDeliveryTruck,D2_5,4
3,P3,F1,CD3,C305,58,Truck,D06,12,3,118.4,Van,D3_3,4
4,P7,F3,CD1,C102,36,SemiTrailler,D06,12,0,146.5,CityDeliveryTruck,D1_3,5
5,P4,F4,CD2,C202,162,SemiTrailler,D01,15,0,89.4,CityDeliveryTruck,D2_4,3
5,P4,F3,CD2,C202,162,Truck,D05,31,2,121.3,CityDeliveryTruck,D2_1,4
4,P8,F3,CD3,C305,58,SemiTrailler,D01,7,0,184,Van,D3_1,3
4,P14,F3,CD3,C303,58,Truck,D04,19,0,31.1,MiniVan,D3_3,1
2,P13,F3,CD1,C102,36,Truck,D04,12,1,147.3,CityDeliveryTruck,D1_6,5
5,P11,F1,CD2,C205,162,Truck,D03,36,2,28.6,CityDeliveryTruck,D2_3,1
3,P6,F3,CD3,C305,58,Truck,D04,26,2,180.9,Van,D3_1,6
2,P5,F3,CD2,C202,162,SemiTrailler,D05,22,3,150.6,Van,D2_7,5
5,P8,F4,CD3,C304,58,SemiTrailler,D06,22,3,122.7,MiniVan,D3_1,4
4,P5,F2,CD3,C301,58,Truck,D03,29,4,58.2,CityDeliveryTruck,D3_1,2
5,P2,F4,CD1,C102,36,SemiTrailler,D04,19,1,125.3,Van,D1_6,4
5,P10,F4,CD3,C304,58,SemiTrailler,D06,30,2,59.5,CityDeliveryTruck,D3_5,2
2,P6,F4,CD1,C101,36,SemiTrailler,D02,33,3,31.1,Van,D1_5,1
1,P4,F2,CD1,C101,36,SemiTrailler,D06,36,0,117,CityDeliveryTruck,D1_7,4
5,P8,F1,CD3,C302,58,SemiTrailler,D02,35,1,91.6,CityDeliveryTruck,D3_6,3
2,P10,F3,CD1,C101,36,Truck,D02,33,2,185.5,Van,D1_6,6
3,P4,F4,CD3,C304,58,SemiTrailler,D03,22,2,91.1,CityDeliveryTruck,D3_5,3
5,P11,F2,CD3,C304,58,SemiTrailler,D02,14,0,125.1,MiniVan,D3_2,4
2,P5,F2,CD3,C303,58,Truck,D05,18,3,61.1,CityDeliveryTruck,D3_2,2
2,P11,F4,CD3,C302,58,SemiTrailler,D01,10,0,149.4,CityDeliveryTruck,D3_6,5
2,P10,F2,CD3,C303,58,SemiTrailler,D02,11,4,123.4,MiniVan,D3_2,4
3,P12,F2,CD1,C103,36,Truck,D06,19,2,114.4,Van,D1_6,4
5,P5,F3,CD1,C104,36,SemiTrailler,D05,29,4,28.8,Van,D1_7,1
4,P13,F4,CD3,C304,58,SemiTrailler,D01,34,1,87.9,Van,D3_2,3
5,P10,F3,CD3,C303,58,SemiTrailler,D01,26,1,89.8,Van,D3_4,3
1,P13,F2,CD2,C205,162,SemiTrailler,D05,11,1,59.1,Van,D2_2,2
5,P1,F1,CD2,C205,162,SemiTrailler,D03,30,0,184.3,CityDeliveryTruck,D2_6,3
5,P9,F2,CD1,C104,36,Truck,D06,32,3,116.8,Van,D1_4,4
5,P2,F4,CD2,C204,162,Truck,D04,36,4,147.3,Van,D2_2,5
3,P8,F1,CD2,C203,162,SemiTrailler,D06,8,2,150.7,Van,D2_7,5
5,P15,F3,CD3,C303,58,SemiTrailler,D02,34,3,58.5,CityDeliveryTruck,D3_5,2
1,P4,F4,CD2,C205,162,SemiTrailler,D02,36,4,124.6,MiniVan,D2_6,4
3,P3,F1,CD3,C305,58,SemiTrailler,D05,31,2,173.4,CityDeliveryTruck,D3_2,6
5,P15,F2,CD2,C201,162,SemiTrailler,D06,31,2,120.7,Van,D2_1,4
2,P3,F2,CD3,C303,58,Truck,D03,34,0,143.3,Van,D3_7,5
2,P1,F1,CD2,C201,162,Truck,D02,29,3,30.2,Van,D2_3,1
5,P14,F4,CD2,C203,162,Truck,D04,10,0,172.9,CityDeliveryTruck,D2_5,3
2,P5,F4,CD3,C302,58,SemiTrailler,D01,6,0,143.5,Van,D3_2,5
5,P3,F2,CD2,C204,162,SemiTrailler,D04,34,2,152.7,Van,D2_2,5
5,P10,F4,CD3,C304,58,SemiTrailler,D01,23,2,86.7,Van,D3_1,3
5,P5,F4,CD2,C201,162,Truck,D04,17,2,29.4,Van,D2_1,1
4,P14,F3,CD2,C203,162,SemiTrailler,D05,8,1,116.9,MiniVan,D2_7,4
1,P9,F2,CD2,C201,162,Truck,D04,26,2,28.6,MiniVan,D2_4,1
3,P10,F3,CD3,C304,58,SemiTrailler,D03,16,4,174.5,Van,D3_3,6
4,P13,F4,CD2,C201,162,SemiTrailler,D04,29,2,57.5,CityDeliveryTruck,D2_3,2
4,P15,F1,CD3,C302,58,SemiTrailler,D03,28,3,151.3,Van,D3_6,5
1,P6,F2,CD3,C301,58,SemiTrailler,D04,12,0,60.7,Van,D3_7,2
5,P1,F4,CD3,C303,58,SemiTrailler,D04,29,1,149.2,CityDeliveryTruck,D3_4,5
4,P4,F3,CD3,C303,58,SemiTrailler,D06,13,2,119.1,Van,D3_4,4
5,P13,F4,CD3,C302,58,SemiTrailler,D05,30,3,57.3,Van,D3_5,2
4,P3,F2,CD3,C302,58,SemiTrailler,D05,19,2,57.5,Van,D3_7,2
4,P12,F2,CD3,C302,58,SemiTrailler,D01,31,3,114.7,Van,D3_1,4
3,P3,F1,CD1,C104,36,Truck,D03,36,0,60.5,CityDeliveryTruck,D1_7,2
2,P15,F4,CD2,C204,162,Truck,D02,34,1,91.1,Van,D2_6,3
3,P10,F3,CD2,C201,162,SemiTrailler,D05,28,3,121.7,CityDeliveryTruck,D2_4,4
4,P4,F4,CD2,C205,162,SemiTrailler,D06,14,4,62,MiniVan,D2_2,2
1,P11,F4,CD3,C304,58,Truck,D04,30,0,149.2,CityDeliveryTruck,D3_5,5
5,P2,F3,CD2,C202,162,SemiTrailler,D03,25,0,87.2,MiniVan,D2_7,3
1,P1,F3,CD3,C303,58,SemiTrailler,D04,10,3,62.4,Van,D3_1,2
2,P6,F4,CD2,C201,162,SemiTrailler,D01,14,1,182.9,CityDeliveryTruck,D2_4,6
3,P5,F2,CD3,C303,58,SemiTrailler,D03,24,3,31.4,CityDeliveryTruck,D3_7,1
4,P8,F4,CD2,C205,162,SemiTrailler,D02,36,2,154.8,Van,D2_2,5
2,P2,F1,CD3,C304,58,Truck,D03,15,4,147.8,Van,D3_3,5
5,P14,F1,CD1,C103,36,SemiTrailler,D06,18,1,86.5,Van,D1_7,3
4,P15,F3,CD3,C302,58,Truck,D06,23,1,57.9,CityDeliveryTruck,D3_1,2
5,P4,F4,CD1,C102,36,Truck,D01,24,1,57.5,Van,D1_1,2
2,P7,F3,CD1,C102,36,SemiTrailler,D02,6,2,30.7,CityDeliveryTruck,D1_2,3
2,P5,F3,CD1,C105,36,SemiTrailler,D03,11,1,175.7,CityDeliveryTruck,D1_6,6
2,P3,F4,CD2,C203,162,SemiTrailler,D06,12,0,29.7,Van,D2_7,1
4,P10,F1,CD3,C302,58,SemiTrailler,D06,36,1,29.5,MiniVan,D3_1,1
5,P7,F2,CD1,C103,36,Truck,D05,6,1,57.1,Van,D1_4,2
4,P2,F2,CD2,C202,162,SemiTrailler,D06,19,1,94,Van,D2_3,3
3,P3,F3,CD3,C304,58,Truck,D04,21,0,116.3,Van,D3_7,4
4,P7,F3,CD1,C104,36,SemiTrailler,D04,26,0,181.8,Van,D1_7,3
4,P8,F1,CD1,C102,36,SemiTrailler,D04,29,0,122.9,CityDeliveryTruck,D1_3,4
4,P7,F1,CD3,C301,58,SemiTrailler,D01,19,3,62.4,CityDeliveryTruck,D3_6,2
1,P13,F3,CD3,C301,58,Truck,D03,28,1,174.5,CityDeliveryTruck,D3_3,6
2,P10,F4,CD3,C301,58,SemiTrailler,D01,17,2,177.5,MiniVan,D3_3,6
2,P11,F3,CD1,C105,36,SemiTrailler,D03,8,2,59.9,CityDeliveryTruck,D1_5,2
3,P9,F4,CD2,C205,162,Truck,D05,25,2,150.6,CityDeliveryTruck,D2_4,5
3,P12,F1,CD1,C105,36,SemiTrailler,D03,17,3,187.7,MiniVan,D1_5,6
2,P8,F2,CD1,C101,36,SemiTrailler,D03,7,4,188.4,Van,D1_1,6
1,P2,F1,CD1,C105,36,Truck,D05,11,1,62.8,Van,D1_4,2
5,P15,F1,CD2,C203,162,Truck,D02,21,1,175.6,Van,D2_4,6
4,P8,F2,CD2,C204,162,SemiTrailler,D01,20,0,124.5,Van,D2_1,4
5,P6,F4,CD1,C102,36,SemiTrailler,D04,37,1,86.7,CityDeliveryTruck,D1_1,3
2,P11,F3,CD2,C201,162,Truck,D05,7,0,87.8,CityDeliveryTruck,D2_1,3
